"C.hirsutaOX","A.thaliana.TAIR10"
"Chir08Ox-b13330.2","AT5G51710"
"Chir08Ox-b13340.2","AT5G51720"
"Chir08Ox-b13350.2","AT5G49630"
"Chir08Ox-b13360.2","AT5G51740"
"Chir08Ox-b13370.2","AT5G51750"
"Chir08Ox-b13390.2","AT5G51760"
"Chir08Ox-b13400.2","AT5G51770"
"Chir08Ox-b13410.2","AT5G51780"
"Chir08Ox-b13420.2","AT5G51790"
"Chir08Ox-b13430.2","AT5G51800"
"Chir08Ox-b13450.2","AT5G51810"
"Chir08Ox-b13460.2","AT5G51820"
"Chir08Ox-b13470.2","AT5G51830"
"Chir08Ox-b13480.2","AT5G51840"
"Chir08Ox-b13490.2","AT5G51845"
"Chir08Ox-b13500.2","AT5G51850"
"Chir08Ox-b13510.2","AT5G51870"
"Chir08Ox-b13520.2","AT5G51880"
"Chir08Ox-b13530.2","AT5G51890"
"Chir08Ox-b13550.2","AT5G51910"
"Chir08Ox-b13560.2","AT5G51920"
"Chir08Ox-b13600.2","AT5G51940"
"Chir08Ox-b13610.2","AT5G51950"
"Chir08Ox-b13620.2","AT5G51960"
"Chir08Ox-b13630.2","AT5G51970"
"Chir08Ox-b13640.2","AT5G51980"
"Chir08Ox-b13650.2","AT5G51990"
"Chir08Ox-b13660.2","AT5G52010"
"Chir08Ox-b13670.2","AT5G52020"
"Chir08Ox-b13690.2","AT5G52030"
"Chir08Ox-b13710.2","AT5G52050"
"Chir08Ox-b13720.2","AT5G52060"
"Chir08Ox-b13730.2","AT5G52070"
"Chir08Ox-b13740.2","AT5G52100"
"Chir08Ox-b13770.2","AT5G52110"
"Chir08Ox-b13780.2","AT5G52120"
"Chir08Ox-b13790.2","AT5G52140"
"Chir08Ox-b13810.2","AT5G52160"
"Chir08Ox-b13820.2","AT5G52170"
"Chir08Ox-b13830.2","AT5G52180"
"Chir08Ox-b13840.2","AT5G52190"
"Chir08Ox-b13850.2","AT5G52200"
"Chir08Ox-b13860.2","AT5G52210"
"Chir08Ox-b13870.2","AT5G52220"
"Chir08Ox-b13880.2","AT5G52230"
"Chir08Ox-b13890.2","AT5G52240"
"Chir08Ox-b13910.2","AT5G52250"
"Chir08Ox-b13920.2","AT5G52260"
"Chir08Ox-b13930.2","AT5G52270"
"Chir08Ox-b13950.2","AT5G52280"
"Chir08Ox-b13960.2","AT5G52290"
"Chir08Ox-b13970.2","AT5G52300"
"Chir08Ox-b13980.2","AT5G52310"
"Chir08Ox-b13990.2","AT5G52340"
"Chir08Ox-b14000.2","AT5G52350"
"Chir08Ox-b14010.2","AT5G52360"
"Chir08Ox-b14030.2","AT5G52380"
"Chir08Ox-b14040.2","AT5G52390"
"Chir08Ox-b14050.2","AT5G52400"
"Chir08Ox-b14060.2","AT5G52410"
"Chir08Ox-b14100.2","AT5G52420"
"Chir08Ox-b14110.2","AT5G52430"
"Chir08Ox-b14120.2","AT5G52440"
"Chir08Ox-b14130.2","AT5G52450"
"Chir08Ox-b14140.2","AT5G52460"
"Chir08Ox-b14150.2","AT5G52470"
"Chir08Ox-b14170.2","AT5G52510"
"Chir08Ox-b14180.2","AT5G52520"
"Chir08Ox-b14210.2","AT5G52540"
"Chir08Ox-b14220.2","AT5G52545"
"Chir08Ox-b14230.2","AT5G52550"
"Chir08Ox-b14250.2","AT5G52560"
"Chir08Ox-b14260.2","AT5G52570"
"Chir08Ox-b14270.2","AT5G52580"
"Chir08Ox-b14280.2","AT5G52600"
"Chir08Ox-b14300.2","AT5G52620"
"Chir08Ox-b14310.2","AT5G52630"
"Chir08Ox-b14320.2","AT5G52640"
"Chir08Ox-b14340.2","AT3G22880"
"Chir08Ox-b14350.2","AT5G52660"
"Chir08Ox-b14360.2","AT5G52670"
"Chir08Ox-b14370.2","AT5G52690"
"Chir08Ox-b14400.2","AT5G52720"
"Chir08Ox-b14410.2","AT5G52740"
"Chir08Ox-b14450.2","AT5G52760"
"Chir08Ox-b14460.2","AT5G52780"
"Chir08Ox-b14470.2","AT5G52790"
"Chir08Ox-b14480.2","AT5G52800"
"Chir08Ox-b14490.2","AT5G52810"
"Chir08Ox-b14500.2","AT5G52820"
"Chir08Ox-b14510.2","AT5G52830"
"Chir08Ox-b14520.2","AT5G52840"
"Chir08Ox-b14530.2","AT5G52850"
"Chir08Ox-b14550.2","AT5G52860"
"Chir08Ox-b14560.2","AT5G52870"
"Chir08Ox-b14570.2","AT5G52880"
"Chir08Ox-b14580.2","AT5G52882"
"Chir08Ox-b14590.2","AT1G56400"
"Chir08Ox-b14600.2","AT5G52890"
"Chir08Ox-b14610.2","AT5G52900"
"Chir08Ox-b14620.2","AT5G52901"
"Chir08Ox-b14640.2","AT5G52910"
"Chir08Ox-b14650.2","AT5G52920"
"Chir08Ox-b14660.2","AT5G52950"
"Chir08Ox-b14670.2","AT5G52960"
"Chir08Ox-b14680.2","AT5G52965"
"Chir08Ox-b14700.2","AT5G52970"
"Chir08Ox-b14720.2","AT5G52980"
"Chir08Ox-b14730.2","AT5G52990"
"Chir08Ox-b14740.2","AT5G53000"
"Chir08Ox-b14760.2","AT5G53010"
"Chir08Ox-b14770.2","AT5G53020"
"Chir08Ox-b14780.2","AT5G53030"
"Chir08Ox-b14790.2","AT5G53040"
"Chir08Ox-b14800.2","AT5G53045"
"Chir08Ox-b14810.2","AT5G53050"
"Chir08Ox-b14820.2","AT5G53060"
"Chir08Ox-b14830.2","AT5G53070"
"Chir08Ox-b14840.2","AT5G53080"
"Chir08Ox-b14850.2","AT5G53090"
"Chir08Ox-b14860.2","AT5G53100"
"Chir08Ox-b14870.2","AT5G53110"
"Chir08Ox-b14880.2","AT5G53120"
"Chir08Ox-b14890.2","AT5G53130"
"Chir08Ox-b14910.2","AT5G53140"
"Chir08Ox-b14920.2","AT5G53150"
"Chir08Ox-b14930.2","AT5G53160"
"Chir08Ox-b14940.2","AT5G53170"
"Chir08Ox-b14950.2","AT5G53180"
"Chir08Ox-b14970.2","AT5G53190"
"Chir08Ox-b14980.2","AT5G53200"
"Chir08Ox-b14990.2","AT5G53210"
"Chir08Ox-b15000.2","AT5G53220"
"Chir08Ox-b15020.2","AT5G53240"
"Chir08Ox-b15050.2","AT5G53250"
"Chir08Ox-b15060.2","AT5G53260"
"Chir08Ox-b15070.2","AT5G53280"
"Chir08Ox-b15080.2","AT5G53290"
"Chir08Ox-b15100.2","AT5G53310"
"Chir08Ox-b15110.2","AT5G53320"
"Chir08Ox-b15150.2","AT5G53330"
"Chir08Ox-b15160.2","AT5G53340"
"Chir08Ox-b15220.2","AT5G53350"
"Chir08Ox-b15230.2","AT5G53370"
"Chir08Ox-b15260.2","AT5G53390"
"Chir08Ox-b15270.2","AT5G53400"
"Chir08Ox-b15280.2","AT4G03740"
"Chir08Ox-b15290.2","AT5G53420"
"Chir08Ox-b15300.2","AT5G53430"
"Chir08Ox-b15310.2","AT5G53440"
"Chir08Ox-b15320.2","AT5G53450"
"Chir08Ox-b15330.2","AT5G53460"
"Chir08Ox-b15340.2","AT5G53470"
"Chir08Ox-b15350.2","AT5G53480"
"Chir08Ox-b15360.2","AT5G53486"
"Chir08Ox-b15370.2","AT5G53490"
"Chir08Ox-b15380.2","AT5G53500"
"Chir08Ox-b15390.2","AT5G53510"
"Chir08Ox-b15400.2","AT5G53520"
"Chir08Ox-b15410.2","AT5G53530"
"Chir08Ox-b15420.2","AT5G53540"
"Chir08Ox-b15430.2","AT5G53550"
"Chir08Ox-b15440.2","AT5G53560"
"Chir08Ox-b15450.2","AT5G53570"
"Chir08Ox-b15460.2","AT5G53580"
"Chir08Ox-b15470.2","AT5G53590"
"Chir08Ox-b15500.2","AT5G53610"
"Chir08Ox-b15510.2","AT5G53620"
"Chir08Ox-b15540.2","AT5G53650"
"Chir08Ox-b15550.2","AT5G53660"
"Chir08Ox-b15560.2","AT5G53680"
"Chir08Ox-b15570.2","AT5G11412"
"Chir08Ox-b15580.2","AT5G53710"
"Chir08Ox-b15590.2","AT5G53720"
"Chir08Ox-b15600.2","AT5G53730"
"Chir08Ox-b15630.2","AT5G53750"
"Chir08Ox-b15640.2","AT5G53760"
"Chir08Ox-b15650.2","AT5G53770"
"Chir08Ox-b15670.2","AT5G53800"
"Chir08Ox-b15690.2","AT5G53820"
"Chir08Ox-b15700.2","AT5G53830"
"Chir08Ox-b15710.2","AT5G53850"
"Chir08Ox-b15720.2","AT5G53860"
"Chir08Ox-b15730.2","AT5G53870"
"Chir08Ox-b15740.2","AT5G53880"
"Chir08Ox-b15750.2","AT5G53890"
"Chir08Ox-b15760.2","AT5G53900"
"Chir08Ox-b15780.2","AT5G54062"
"Chir08Ox-b15790.2","AT5G53910"
"Chir08Ox-b15800.2","AT5G53920"
"Chir08Ox-b15820.2","AT5G53940"
"Chir08Ox-b15830.2","AT5G53950"
"Chir08Ox-b15840.2","AT5G53970"
"Chir08Ox-b15850.2","AT3G43250"
"Chir08Ox-b15880.2","AT5G53980"
"Chir08Ox-b15910.2","AT5G54000"
"Chir08Ox-b15960.2","AT5G54010"
"Chir08Ox-b15980.2","AT5G54060"
"Chir08Ox-b16000.2","AT5G54070"
"Chir08Ox-b16020.2","AT5G54080"
"Chir08Ox-b16030.2","AT5G54090"
"Chir08Ox-b16040.2","AT5G54095"
"Chir08Ox-b16050.2","AT5G54100"
"Chir08Ox-b16060.2","AT5G54110"
"Chir08Ox-b16070.2","AT5G54130"
"Chir08Ox-b16080.2","AT5G54140"
"Chir08Ox-b16100.2","AT5G54148"
"Chir08Ox-b16110.2","AT5G54160"
"Chir08Ox-b16120.2","AT5G54170"
"Chir08Ox-b16130.2","AT5G54165"
"Chir08Ox-b16140.2","AT5G54180"
"Chir08Ox-b16160.2","AT5G54190"
"Chir08Ox-b16170.2","AT5G54200"
"Chir08Ox-b16200.2","AT5G54210"
"Chir08Ox-b16210.2","AT5G54225"
"Chir08Ox-b16220.2","AT5G54230"
"Chir08Ox-b16230.2","AT5G54240"
"Chir08Ox-b16250.2","AT5G54250"
"Chir08Ox-b16260.2","AT5G54260"
"Chir08Ox-b16280.2","AT5G54270"
"Chir08Ox-b16290.2","AT5G54280"
"Chir08Ox-b16300.2","AT5G54290"
"Chir08Ox-b16310.2","AT5G54300"
"Chir08Ox-b16320.2","AT5G54310"
"Chir08Ox-b16340.2","AT5G54370"
"Chir08Ox-b16350.2","AT5G54380"
"Chir08Ox-b16370.2","AT5G54390"
"Chir08Ox-b16380.2","AT5G54400"
"Chir08Ox-b16400.2","AT5G54440"
"Chir08Ox-b16420.2","AT5G54470"
"Chir08Ox-b16440.2","AT5G54480"
"Chir08Ox-b16450.2","AT5G54490"
"Chir08Ox-b16470.2","AT5G54510"
"Chir08Ox-b16480.2","AT5G54520"
"Chir08Ox-b16490.2","AT5G54530"
"Chir08Ox-b16500.2","AT5G54540"
"Chir08Ox-b16520.2","AT5G54570"
"Chir08Ox-b16530.2","AT5G54580"
"Chir08Ox-b16540.2","AT5G54585"
"Chir08Ox-b16550.2","AT5G54590"
"Chir08Ox-b16560.2","AT5G54600"
"Chir08Ox-b16590.2","AT5G54620"
"Chir08Ox-b16600.2","AT5G54630"
"Chir08Ox-b16610.2","AT5G54640"
"Chir08Ox-b16620.2","AT5G54650"
"Chir08Ox-b16630.2","AT5G54660"
"Chir08Ox-b16640.2","AT5G54670"
"Chir08Ox-b16650.2","AT5G54680"
"Chir08Ox-b16660.2","AT5G54690"
"Chir08Ox-b16680.2","AT5G54710"
"Chir08Ox-b16700.2","AT5G54730"
"Chir08Ox-b16730.2","AT5G54750"
"Chir08Ox-b16750.2","AT5G54770"
"Chir08Ox-b16760.2","AT5G54780"
"Chir08Ox-b16770.2","AT5G54790"
"Chir08Ox-b16780.2","AT5G54800"
"Chir08Ox-b16790.2","AT5G54810"
"Chir08Ox-b16800.2","AT5G54830"
"Chir08Ox-b16810.2","AT5G54840"
"Chir08Ox-b16820.2","AT5G54850"
"Chir08Ox-b16830.2","AT5G54855"
"Chir08Ox-b16840.2","AT5G54860"
"Chir08Ox-b16850.2","AT5G54870"
"Chir08Ox-b16860.2","AT5G54880"
"Chir08Ox-b16870.2","AT5G54890"
"Chir08Ox-b16890.2","AT5G54910"
"Chir08Ox-b16900.2","AT5G54920"
"Chir08Ox-b16910.2","AT5G54930"
"Chir08Ox-b16920.2","AT5G54940"
"Chir08Ox-b16940.2","AT5G54960"
"Chir08Ox-b16950.2","AT5G54970"
"Chir08Ox-b16960.2","AT5G54980"
"Chir08Ox-b16970.2","AT5G54990"
"Chir08Ox-b16980.2","AT5G55000"
"Chir08Ox-b16990.2","AT5G55020"
"Chir08Ox-b17000.2","AT5G55040"
"Chir08Ox-b17010.2","AT5G55050"
"Chir08Ox-b17050.2","AT5G55060"
"Chir08Ox-b17060.2","AT5G55070"
"Chir08Ox-b17070.2","AT5G55090"
"Chir08Ox-b17080.2","AT5G55100"
"Chir08Ox-b17090.2","AT5G55110"
"Chir08Ox-b17100.2","AT5G55120"
"Chir08Ox-b17110.2","AT5G55125"
"Chir08Ox-b17120.2","AT5G55130"
"Chir08Ox-b17130.2","AT5G55135"
"Chir08Ox-b17140.2","AT5G55140"
"Chir08Ox-b17150.2","AT5G55150"
"Chir08Ox-b17160.2","AT5G55160"
"Chir08Ox-b17170.2","AT5G55170"
"Chir08Ox-b17180.2","AT5G55180"
"Chir08Ox-b17200.2","AT5G55200"
"Chir08Ox-b17210.2","AT5G55210"
"Chir08Ox-b17220.2","AT5G55220"
"Chir08Ox-b17230.2","AT5G55230"
"Chir08Ox-b17240.2","AT5G55240"
"Chir08Ox-b17250.2","AT5G55250"
"Chir08Ox-b17260.2","AT5G55260"
"Chir08Ox-b17270.2","AT5G55270"
"Chir08Ox-b17280.2","AT5G55280"
"Chir08Ox-b17290.2","AT5G55290"
"Chir08Ox-b17300.2","AT5G55300"
"Chir08Ox-b17310.2","AT5G55310"
"Chir08Ox-b17320.2","AT5G55340"
"Chir08Ox-b17330.2","AT5G55350"
"Chir08Ox-b17340.2","AT5G55360"
"Chir08Ox-b17350.2","AT5G55370"
"Chir08Ox-b17360.2","AT5G55380"
"Chir08Ox-b17370.2","AT5G55390"
"Chir08Ox-b17380.2","AT5G55400"
"Chir08Ox-b17390.2","AT5G55410"
"Chir08Ox-b17420.2","AT5G55470"
"Chir08Ox-b17430.2","AT5G55480"
"Chir08Ox-b17440.2","AT5G55490"
"Chir08Ox-b17450.2","AT5G55500"
"Chir08Ox-b17460.2","AT5G55510"
"Chir08Ox-b17470.2","AT5G55520"
"Chir08Ox-b17480.2","AT5G55530"
"Chir08Ox-b17490.2","AT5G55540"
"Chir08Ox-b17510.2","AT5G55560"
"Chir08Ox-b17520.2","AT5G55570"
"Chir08Ox-b17530.2","AT5G55580"
"Chir08Ox-b17540.2","AT5G55590"
"Chir08Ox-b17550.2","AT5G55600"
"Chir08Ox-b17570.2","AT5G55610"
"Chir08Ox-b17580.2","AT5G55620"
"Chir08Ox-b17590.2","AT5G55630"
"Chir08Ox-b17620.2","AT5G55640"
"Chir08Ox-b17630.2","AT5G55650"
"Chir08Ox-b17640.2","AT5G55660"
"Chir08Ox-b17650.2","AT5G55670"
"Chir08Ox-b17670.2","AT5G55690"
"Chir08Ox-b17680.2","AT5G55700"
"Chir08Ox-b17690.2","AT5G55710"
"Chir08Ox-b17700.2","AT5G55720"
"Chir08Ox-b17710.2","AT5G55730"
"Chir08Ox-b17720.2","AT5G55740"
"Chir08Ox-b17740.2","AT5G55760"
"Chir08Ox-b17780.2","AT4G10370"
"Chir08Ox-b17790.2","AT5G55810"
"Chir08Ox-b17800.2","AT5G55820"
"Chir08Ox-b17810.2","AT5G55830"
"Chir08Ox-b17830.2","AT5G55840"
"Chir08Ox-b17840.2","AT5G55850"
"Chir08Ox-b17850.2","AT5G55856"
"Chir08Ox-b17860.2","AT5G55860"
"Chir08Ox-b17870.2","AT5G54320"
"Chir08Ox-b17880.2","AT5G54330"
"Chir08Ox-b17890.2","AT5G55900"
"Chir08Ox-b17900.2","AT5G55910"
"Chir08Ox-b17920.2","AT5G55930"
"Chir08Ox-b17930.2","AT5G55940"
"Chir08Ox-b17940.2","AT5G55950"
"Chir08Ox-b17950.2","AT5G55960"
"Chir08Ox-b17960.2","AT5G55970"
"Chir08Ox-b17970.2","AT5G55980"
"Chir08Ox-b17980.2","AT5G55990"
"Chir08Ox-b18000.2","AT5G56000"
"Chir08Ox-b18020.2","AT5G56020"
"Chir08Ox-b18030.2","AT5G56040"
"Chir08Ox-b18040.2","AT5G56050"
"Chir08Ox-b18050.2","AT1G48660"
"Chir08Ox-b18060.2","AT5G56075"
"Chir08Ox-b18070.2","AT5G56080"
"Chir08Ox-b18080.2","AT5G56090"
"Chir08Ox-b18090.2","AT5G56110"
"Chir08Ox-b18100.2","AT5G56120"
"Chir08Ox-b18110.2","AT5G56130"
"Chir08Ox-b18120.2","AT5G56140"
"Chir08Ox-b18140.2","AT5G56160"
"Chir08Ox-b18170.2","AT5G56170"
"Chir08Ox-b18180.2","AT5G56180"
"Chir08Ox-b18190.2","AT5G56190"
"Chir08Ox-b18200.2","AT5G56200"
"Chir08Ox-b18210.2","AT5G56210"
"Chir08Ox-b18220.2","AT5G56220"
"Chir08Ox-b18230.2","AT5G56230"
"Chir08Ox-b18240.2","AT5G56240"
"Chir08Ox-b18250.2","AT5G56250"
"Chir08Ox-b18260.2","AT5G56260"
"Chir08Ox-b18270.2","AT5G56270"
"Chir08Ox-b18280.2","AT5G56280"
"Chir08Ox-b18290.2","AT5G56290"
"Chir08Ox-b18300.2","AT5G56300"
"Chir08Ox-b18310.2","AT5G56310"
"Chir08Ox-b18320.2","AT5G56320"
"Chir08Ox-b18340.2","AT1G32375"
"Chir08Ox-b18350.2","AT1G08065"
"Chir08Ox-b18360.2","AT5G56340"
"Chir08Ox-b18370.2","AT5G56350"
"Chir08Ox-b18380.2","AT5G56360"
"Chir08Ox-b18400.2","AT5G56369"
"Chir08Ox-b18420.2","AT5G56370"
"Chir08Ox-b18440.2","AT5G56380"
"Chir08Ox-b18460.2","AT5G56400"
"Chir08Ox-b18480.2","AT5G56420"
"Chir08Ox-b18490.2","AT5G56060"
"Chir08Ox-b18510.2","AT1G48400"
"Chir08Ox-b18530.2","AT5G56440"
"Chir08Ox-b18540.2","AT5G56450"
"Chir08Ox-b18560.2","AT3G50710"
"Chir08Ox-b18570.2","AT5G56460"
"Chir08Ox-b18580.2","AT1G32300"
"Chir08Ox-b18590.2","AT5G56480"
"Chir08Ox-b18610.2","AT5G56500"
"Chir08Ox-b18620.2","AT5G56510"
"Chir08Ox-b18630.2","AT5G62970"
"Chir08Ox-b18640.2","AT5G56520"
"Chir08Ox-b18650.2","AT5G56530"
"Chir08Ox-b18660.2","AT5G56540"
"Chir08Ox-b18670.2","AT5G56550"
"Chir08Ox-b18680.2","AT5G56560"
"Chir08Ox-b18690.2","AT5G56580"
"Chir08Ox-b18700.2","AT5G56590"
"Chir08Ox-b18710.2","AT5G56600"
"Chir08Ox-b18720.2","AT5G56610"
"Chir08Ox-b18730.2","AT5G56620"
"Chir08Ox-b18740.2","AT5G56630"
"Chir08Ox-b18750.2","AT5G56640"
"Chir08Ox-b18770.2","AT5G56660"
"Chir08Ox-b18790.2","AT5G56680"
"Chir08Ox-b18860.2","AT5G56690"
"Chir08Ox-b18880.2","AT5G56710"
"Chir08Ox-b18890.2","AT5G56720"
"Chir08Ox-b18900.2","AT5G56730"
"Chir08Ox-b18910.2","AT5G56740"
"Chir08Ox-b18920.2","AT5G56750"
"Chir08Ox-b18930.2","AT5G56760"
"Chir08Ox-b18950.2","AT5G56780"
"Chir08Ox-b18960.2","AT5G56790"
"Chir08Ox-b18970.2","AT5G56810"
"Chir08Ox-b18980.2","AT5G56820"
"Chir08Ox-b19010.2","AT5G56840"
"Chir08Ox-b19020.2","AT5G56850"
"Chir08Ox-b19030.2","AT5G56860"
"Chir08Ox-b19040.2","AT5G56870"
"Chir08Ox-b19050.2","AT5G56880"
"Chir08Ox-b19060.2","AT5G56890"
"Chir08Ox-b19070.2","AT5G56900"
"Chir08Ox-b19080.2","AT5G56920"
"Chir08Ox-b19090.2","AT5G56930"
"Chir08Ox-b19100.2","AT5G56940"
"Chir08Ox-b19110.2","AT5G56950"
"Chir08Ox-b19120.2","AT5G56960"
"Chir08Ox-b19130.2","AT5G56970"
"Chir08Ox-b19140.2","AT5G56980"
"Chir08Ox-b19160.2","AT5G57000"
"Chir08Ox-b19170.2","AT5G57010"
"Chir08Ox-b19180.2","AT5G57015"
"Chir08Ox-b19190.2","AT5G57020"
"Chir08Ox-b19200.2","AT5G57030"
"Chir08Ox-b19210.2","AT5G57035"
"Chir08Ox-b19220.2","AT5G57040"
"Chir08Ox-b19230.2","AT5G57050"
"Chir08Ox-b19240.2","AT5G57060"
"Chir08Ox-b19250.2","AT5G57070"
"Chir08Ox-b19260.2","AT5G57090"
"Chir08Ox-b19280.2","AT5G57100"
"Chir08Ox-b19290.2","AT5G57110"
"Chir08Ox-b19300.2","AT5G57120"
"Chir08Ox-b19310.2","AT5G57123"
"Chir08Ox-b19320.2","AT5G57130"
"Chir08Ox-b19330.2","AT5G57140"
"Chir08Ox-b19340.2","AT5G57150"
"Chir08Ox-b19360.2","AT5G57160"
"Chir08Ox-b19370.2","AT5G57170"
"Chir08Ox-b19380.2","AT5G57180"
"Chir08Ox-b19390.2","AT5G57190"
"Chir08Ox-b19400.2","AT5G57200"
"Chir08Ox-b19410.2","AT5G57210"
"Chir08Ox-b19420.2","AT5G57220"
"Chir08Ox-b19430.2","AT5G57230"
"Chir08Ox-b19450.2","AT5G57240"
"Chir08Ox-b19460.2","AT5G57250"
"Chir08Ox-b19470.2","AT5G57260"
"Chir08Ox-b19480.2","AT5G57270"
"Chir08Ox-b19490.2","AT5G57280"
"Chir08Ox-b19510.2","AT5G57300"
"Chir08Ox-b19520.2","AT5G57320"
"Chir08Ox-b19530.2","AT5G57330"
"Chir08Ox-b19540.2","AT5G57340"
"Chir08Ox-b19550.2","AT5G57345"
"Chir08Ox-b19560.2","AT5G57350"
"Chir08Ox-b19570.2","AT5G57360"
"Chir08Ox-b19580.2","AT5G57370"
"Chir08Ox-b19590.2","AT5G57380"
"Chir08Ox-b19600.2","AT5G57390"
"Chir08Ox-b19620.2","AT5G57410"
"Chir08Ox-b19630.2","AT5G57420"
"Chir08Ox-b19640.2","AT5G57440"
"Chir08Ox-b19650.2","AT5G57450"
"Chir08Ox-b19660.2","AT5G57460"
"Chir08Ox-b19670.2","AT5G57480"
"Chir08Ox-b19680.2","AT5G57490"
"Chir08Ox-b19690.2","AT5G57500"
"Chir08Ox-b19700.2","AT5G57510"
"Chir08Ox-b19710.2","AT5G57520"
"Chir08Ox-b19720.2","AT5G57530"
"Chir08Ox-b19730.2","AT5G57550"
"Chir08Ox-b19740.2","AT5G57560"
"Chir08Ox-b19750.2","AT5G55440"
"Chir08Ox-b19760.2","AT5G57580"
"Chir08Ox-b19770.2","AT5G57590"
"Chir08Ox-b19780.2","AT5G57610"
"Chir08Ox-b19790.2","AT5G57620"
"Chir08Ox-b19800.2","AT5G57625"
"Chir08Ox-b19810.2","AT5G57630"
"Chir08Ox-b19820.2","AT5G57640"
"Chir08Ox-b19830.2","AT5G57655"
"Chir08Ox-b19840.2","AT5G57660"
"Chir08Ox-b19850.2","AT5G57670"
"Chir08Ox-b19860.2","AT5G57685"
"Chir08Ox-b19870.2","AT5G57690"
"Chir08Ox-b19880.2","AT5G57700"
"Chir08Ox-b19890.2","AT5G57710"
"Chir08Ox-b19900.2","AT5G57720"
"Chir08Ox-b19910.2","AT5G57740"
"Chir08Ox-b19920.2","AT5G57760"
"Chir08Ox-b19930.2","AT5G57770"
"Chir08Ox-b19940.2","AT5G57780"
"Chir08Ox-b19950.2","AT5G57785"
"Chir08Ox-b19960.2","AT5G57790"
"Chir08Ox-b19970.2","AT5G57800"
"Chir08Ox-b19980.2","AT5G57810"
"Chir08Ox-b19990.2","AT5G57820"
"Chir08Ox-b20000.2","AT5G57830"
"Chir08Ox-b20010.2","AT5G57840"
"Chir08Ox-b20020.2","AT5G57850"
"Chir08Ox-b20030.2","AT5G57860"
"Chir08Ox-b20040.2","AT5G57870"
"Chir08Ox-b20070.2","AT5G57880"
"Chir08Ox-b20080.2","AT5G57900"
"Chir08Ox-b20090.2","AT5G57910"
"Chir08Ox-b20100.2","AT5G57920"
"Chir08Ox-b20110.2","AT5G57930"
"Chir08Ox-b20120.2","AT5G57940"
"Chir08Ox-b20130.2","AT5G57950"
"Chir08Ox-b20140.2","AT5G57960"
"Chir08Ox-b20150.2","AT5G57970"
"Chir08Ox-b20160.2","AT5G57980"
"Chir08Ox-b20170.2","AT5G57990"
"Chir08Ox-b20180.2","AT5G58000"
"Chir08Ox-b20190.2","AT5G58003"
"Chir08Ox-b20200.2","AT5G58005"
"Chir08Ox-b20210.2","AT5G58010"
"Chir08Ox-b20220.2","AT5G58020"
"Chir08Ox-b20230.2","AT5G58030"
"Chir08Ox-b20240.2","AT5G58040"
"Chir08Ox-b20250.2","AT5G58170"
"Chir08Ox-b20260.2","AT5G58060"
"Chir08Ox-b20270.2","AT5G58070"
"Chir08Ox-b20280.2","AT5G58080"
"Chir08Ox-b20300.2","AT5G58090"
"Chir08Ox-b20310.2","AT5G58100"
"Chir08Ox-b20320.2","AT5G58110"
"Chir08Ox-b20330.2","AT5G58130"
"Chir08Ox-b20340.2","AT5G58140"
"Chir08Ox-b20350.2","AT5G58150"
"Chir08Ox-b20360.2","AT5G58160"
"Chir08Ox-b20380.2","AT5G58190"
"Chir08Ox-b20390.2","AT5G58200"
"Chir08Ox-b20400.2","AT5G58210"
"Chir08Ox-b20410.2","AT5G58220"
"Chir08Ox-b20420.2","AT5G58230"
"Chir08Ox-b20430.2","AT5G58240"
"Chir08Ox-b20440.2","AT5G58250"
"Chir08Ox-b20450.2","AT5G58260"
"Chir08Ox-b20460.2","AT5G58270"
"Chir08Ox-b20470.2","AT5G58280"
"Chir08Ox-b20480.2","AT5G03340"
"Chir08Ox-b20490.2","AT5G58290"
"Chir08Ox-b20500.2","AT5G58300"
"Chir08Ox-b20510.2","AT5G58310"
"Chir08Ox-b20520.2","AT5G58320"
"Chir08Ox-b20530.2","AT5G58330"
"Chir08Ox-b20550.2","AT5G58350"
"Chir08Ox-b20560.2","AT5G58360"
"Chir08Ox-b20570.2","AT5G58370"
"Chir08Ox-b20580.2","AT5G58375"
"Chir08Ox-b20590.2","AT5G58380"
"Chir08Ox-b20600.2","AT5G58390"
"Chir08Ox-b20610.2","AT5G58410"
"Chir08Ox-b20630.2","AT5G58430"
"Chir08Ox-b20640.2","AT5G58450"
"Chir08Ox-b20650.2","AT5G37055"
"Chir08Ox-b20660.2","AT5G37060"
"Chir08Ox-b20670.2","AT5G58470"
"Chir08Ox-b20680.2","AT5G58480"
"Chir08Ox-b20690.2","AT5G58490"
"Chir08Ox-b20700.2","AT5G58500"
"Chir08Ox-b20710.2","AT5G58510"
"Chir08Ox-b20720.2","AT5G58520"
"Chir08Ox-b20730.2","AT5G58530"
"Chir08Ox-b20740.2","AT5G58540"
"Chir08Ox-b20750.2","AT5G58550"
"Chir08Ox-b20760.2","AT5G58560"
"Chir08Ox-b20770.2","AT5G58575"
"Chir08Ox-b20790.2","AT5G58580"
"Chir08Ox-b20800.2","AT5G58600"
"Chir08Ox-b20840.2","AT5G58620"
"Chir08Ox-b20850.2","AT5G58630"
"Chir08Ox-b20860.2","AT5G58640"
"Chir08Ox-b20870.2","AT5G58650"
"Chir08Ox-b20910.2","AT5G58660"
"Chir08Ox-b20920.2","AT5G58670"
"Chir08Ox-b20940.2","AT5G58690"
"Chir08Ox-b20950.2","AT5G58700"
