PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Chi_ID	Ath_ID
Peak11367	Chr4	284133	284587	+	0	NA	exon	NA	304	Chir04Ox_b00110.2_T001	Chir04Ox_b00110.2	AT2G20960
Peak11368	Chr2	15313832	15314373	+	0	NA	promoter-TSS	NA	-1620	Chir02Ox_b12400.2_T002	Chir02Ox_b12400.2	AT1G66480
Peak11369	Chr8	19912111	19912571	+	0	NA	promoter-TSS	NA	-172	Chir08Ox_b30250.2_T002	Chir08Ox_b30250.2	AT5G66310
Peak11370	Chr4	17479976	17480400	+	0	NA	promoter-TSS	NA	16	Chir04Ox_b11600.2_T001	Chir04Ox_b11600.2	AT2G30020
Peak11371	Chr7	1868898	1869454	+	0	NA	promoter-TSS	NA	99	Chir07Ox_b02980.2_T001	Chir07Ox_b02980.2	AT5G39785
Peak11372	Chr5	16219849	16220479	+	0	NA	promoter-TSS	NA	-2038	Chir05Ox_b11080.2_T001	Chir05Ox_b11080.2	NA
Peak11373	Chr1	13423593	13424182	+	0	NA	promoter-TSS	NA	66	Chir01Ox_b32090.2_T003	Chir01Ox_b32090.2	AT1G33470
Peak11374	Chr8	3368709	3369164	+	0	NA	promoter-TSS	NA	-93	Chir08Ox_b06830.2_T001	Chir08Ox_b06830.2	AT4G11330
Peak11375	Chr4	19181468	19181813	+	0	NA	promoter-TSS	NA	-2211	Chir04Ox_b14990.2_T001	Chir04Ox_b14990.2	AT2G32980
Peak11376	Chr4	9193146	9193772	+	0	NA	promoter-TSS	NA	-43	Chir04Ox_b05620.2_T001	Chir04Ox_b05620.2	NA
Peak11377	Chr3	415578	416002	+	0	NA	promoter-TSS	NA	-464	Chir03Ox_b01300.2_T001	Chir03Ox_b01300.2	AT3G02180
Peak11378	Chr2	1346755	1347113	+	0	NA	promoter-TSS	NA	-729	Chir02Ox_b02460.2_T001	Chir02Ox_b02460.2	NA
Peak11379	Chr1	25673035	25673741	+	0	NA	promoter-TSS	NA	-647	Chir01Ox_b40410.2_T001	Chir01Ox_b40410.2	AT1G51520
Peak11380	Chr8	19340833	19341408	+	0	NA	promoter-TSS	NA	-150	Chir08Ox_b28640.2_T001	Chir08Ox_b28640.2	AT5G67640
Peak11381	Chr6	3837192	3837571	+	0	NA	promoter-TSS	NA	-93	Chir06Ox_b05210.2_T001	Chir06Ox_b05210.2	NA
Peak11382	Chr3	2243883	2244409	+	0	NA	promoter-TSS	NA	-98	Chir03Ox_b06570.2_T001	Chir03Ox_b06570.2	AT3G07020
Peak11383	Chr2	21500685	21501201	+	0	NA	promoter-TSS	NA	-1076	Chir02Ox_b23900.2_T001	Chir02Ox_b23900.2	AT1G76790
Peak11384	Chr8	12635414	12636081	+	0	NA	promoter-TSS	NA	-162	Chir08Ox_b13220.2_T002	Chir08Ox_b13220.2	AT5G51590
Peak11385	Chr6	1372872	1373240	+	0	NA	promoter-TSS	NA	-1702	Chir06Ox_b02570.2_T001	Chir06Ox_b02570.2	AT5G45690
Peak11386	Chr5	21026739	21027198	+	0	NA	intron	NA	1366	Chir05Ox_b20330.2_T001	Chir05Ox_b20330.2	NA
Peak11387	Chr7	16786829	16787352	+	0	NA	promoter-TSS	NA	-1116	Chir07Ox_b12600.2_T001	Chir07Ox_b12600.2	AT4G16008
Peak11388	Chr6	1117586	1117913	+	0	NA	promoter-TSS	NA	43	Chir06Ox_b02150.2_T001	Chir06Ox_b02150.2	AT5G46060
Peak11389	Chr5	21216118	21216452	+	0	NA	promoter-TSS	NA	-15	Chir05Ox_b20790.2_T001	Chir05Ox_b20790.2	AT3G55220
Peak11390	Chr4	801008	801494	+	0	NA	promoter-TSS	NA	-1581	Chir04Ox_b01130.2_T001	Chir04Ox_b01130.2	AT2G21910
Peak11391	Chr7	20940400	20940968	+	0	NA	TTS	NA	1108	Chir07Ox_b21730.2_T001	Chir07Ox_b21730.2	AT4G24700
Peak11392	Chr4	14948206	14949195	+	0	NA	exon	NA	2252	Chir04Ox_b08870.2_T001	Chir04Ox_b08870.2	AT2G27500
Peak11393	Chr7	25306511	25306914	+	0	NA	promoter-TSS	NA	51	Chir07Ox_b33340.2_T001	Chir07Ox_b33340.2	AT4G35850
Peak11394	Chr5	15921201	15921661	+	0	NA	promoter-TSS	NA	-32	Chir05Ox_b10780.2_T001	Chir05Ox_b10780.2	NA
Peak11395	Chr2	18906885	18907661	+	0	NA	promoter-TSS	NA	-1015	Chir02Ox_b17320.2_T001	Chir02Ox_b17320.2	AT1G70750
Peak11396	Chr7	19462079	19462418	+	0	NA	promoter-TSS	NA	-71	Chir07Ox_b18220.2_T001	Chir07Ox_b18220.2	AT4G21580
Peak11397	Chr3	6213420	6213799	+	0	NA	promoter-TSS	NA	78	Chir03Ox_b17730.2_T001	Chir03Ox_b17730.2	AT3G17920
Peak11398	Chr6	16876064	16876567	+	0	NA	promoter-TSS	NA	-24	Chir06Ox_b14220.2_T001	Chir06Ox_b14220.2	AT5G25540
Peak11399	Chr4	16886597	16887110	+	0	NA	promoter-TSS	NA	-835	Chir04Ox_b10550.2_T001	Chir04Ox_b10550.2	AT2G28890
Peak11400	Chr2	22875731	22876094	+	0	NA	promoter-TSS	NA	-48	Chir02Ox_b27300.2_T001	Chir02Ox_b27300.2	AT1G80650
Peak11401	Chr4	22312093	22312837	+	0	NA	TTS	NA	1449	Chir04Ox_b22160.2_T001	Chir04Ox_b22160.2	AT2G39560
Peak11402	Chr5	9195055	9195412	+	0	NA	Intergenic	NA	10231	Chir05Ox_b07950.2_T001	Chir05Ox_b07950.2	NA
Peak11403	Chr1	9164711	9165075	+	0	NA	TTS	NA	2063	Chir01Ox_b24960.2_T001	Chir01Ox_b24960.2	NA
Peak11404	Chr6	24552815	24553232	+	0	NA	promoter-TSS	NA	-129	Chir06Ox_b33660.2_T001	Chir06Ox_b33660.2	AT5G05300
Peak11405	Chr5	23307082	23307543	+	0	NA	promoter-TSS	NA	-142	Chir05Ox_b26400.2_T001	Chir05Ox_b26400.2	AT3G60540
Peak11406	Chr7	20385637	20386014	+	0	NA	promoter-TSS	NA	-916	Chir07Ox_b20380.2_T001	Chir07Ox_b20380.2	AT4G23440
Peak11407	Chr1	10670222	10670584	+	0	NA	promoter-TSS	NA	52	Chir01Ox_b28260.2_T002	Chir01Ox_b28260.2	AT1G29720
Peak11408	Chr5	17365683	17366070	+	0	NA	promoter-TSS	NA	-1452	Chir05Ox_b12890.2_T001	Chir05Ox_b12890.2	AT3G48000
Peak11409	Chr8	1183600	1183980	+	0	NA	promoter-TSS	NA	-625	Chir08Ox_b02690.2_T001	Chir08Ox_b02690.2	AT4G02510
Peak11410	Chr8	18990169	18990654	+	0	NA	Intergenic	NA	-4575	Chir08Ox_b27810.2_T001	Chir08Ox_b27810.2	AT5G65158
Peak11411	Chr8	17475859	17476359	+	0	NA	exon	NA	807	Chir08Ox_b23660.2_T001	Chir08Ox_b23660.2	NA
Peak11412	Chr7	15765456	15765805	+	0	NA	TTS	NA	2100	Chir07Ox_b10880.2_T001	Chir07Ox_b10880.2	AT4G14746
Peak11413	Chr4	1726788	1727092	+	0	NA	Intergenic	NA	7893	Chir04Ox_b02210.2_T001	Chir04Ox_b02210.2	NA
Peak11414	Chr3	20681802	20682489	+	0	NA	intron	NA	217	Chir03Ox_b31360.2_T001	Chir03Ox_b31360.2	AT2G17150
Peak11415	Chr8	19453271	19454050	+	0	NA	promoter-TSS	NA	-185	Chir08Ox_b28960.2_T001	Chir08Ox_b28960.2	AT5G67340
Peak11416	Chr1	2817653	2818237	+	0	NA	promoter-TSS	NA	-500	Chir01Ox_b08140.2_T001	Chir01Ox_b08140.2	AT1G08570
Peak11417	Chr8	18133395	18133780	+	0	NA	promoter-TSS	NA	-2653	Chir08Ox_b25320.2_T001	Chir08Ox_b25320.2	AT5G62820
Peak11418	Chr7	16078998	16079507	+	0	NA	promoter-TSS	NA	-668	Chir07Ox_b11470.2_T001	Chir07Ox_b11470.2	AT4G15160
Peak11419	Chr4	20150464	20150830	+	0	NA	promoter-TSS	NA	-84	Chir04Ox_b17320.2_T002	Chir04Ox_b17320.2	AT2G35155
Peak11420	Chr5	336200	336643	+	0	NA	Intergenic	NA	2210	Chir05Ox_b00580.2_T001	Chir05Ox_b00580.2	NA
Peak11421	Chr1	56177	56482	+	0	NA	TTS	NA	953	Chir01Ox_b00150.2_T001	Chir01Ox_b00150.2	AT1G02070
Peak11422	Chr7	22411842	22412205	+	0	NA	promoter-TSS	NA	0	Chir07Ox_b25910.2_T001	Chir07Ox_b25910.2	AT4G28660
Peak11423	Chr7	3340603	3341062	+	0	NA	Intergenic	NA	2975	Chir07Ox_b04710.2_T001	Chir07Ox_b04710.2	AT5G38310
Peak11424	Chr7	24183372	24183762	+	0	NA	exon	NA	1050	Chir07Ox_b30250.2_T001	Chir07Ox_b30250.2	AT4G32920
Peak11425	Chr6	17916313	17916964	+	0	NA	promoter-TSS	NA	-1464	Chir06Ox_b16230.2_T001	Chir06Ox_b16230.2	AT5G23520
Peak11426	Chr4	8219774	8220267	+	0	NA	TTS	NA	5454	Chir04Ox_b05100.2_T001	Chir04Ox_b05100.2	NA
Peak11427	Chr1	8014258	8014730	+	0	NA	TTS	NA	4593	Chir01Ox_b22400.2_T001	Chir01Ox_b22400.2	AT1G22650
Peak11428	Chr2	20260812	20261940	+	0	NA	TTS	NA	1050	Chir02Ox_b20570.2_T001	Chir02Ox_b20570.2	AT1G73790
Peak11429	Chr7	25007551	25008041	+	0	NA	promoter-TSS	NA	-2	Chir07Ox_b32470.2_T001	Chir07Ox_b32470.2	AT4G35040
Peak11430	Chr6	25257082	25257943	+	0	NA	promoter-TSS	NA	-177	Chir06Ox_b35470.2_T002	Chir06Ox_b35470.2	AT5G03530
Peak11431	Chr2	16749831	16750248	+	0	NA	promoter-TSS	NA	-92	Chir02Ox_b13530.2_T001	Chir02Ox_b13530.2	AT1G67360
Peak11432	Chr7	26686908	26687246	+	0	NA	promoter-TSS	NA	-34	Chir07Ox_b36800.2_T001	Chir07Ox_b36800.2	AT2G16510
Peak11433	Chr3	1799292	1799763	+	0	NA	promoter-TSS	NA	-69	Chir03Ox_b05350.2_T001	Chir03Ox_b05350.2	AT3G05900
Peak11434	Chr6	18072307	18072779	+	0	NA	promoter-TSS	NA	-134	Chir06Ox_b16600.2_T001	Chir06Ox_b16600.2	AT5G23130
Peak11435	Chr3	6321256	6321726	+	0	NA	TTS	NA	1760	Chir03Ox_b18020.2_T001	Chir03Ox_b18020.2	AT3G18215
Peak11436	Chr6	25201067	25201455	+	0	NA	promoter-TSS	NA	-148	Chir06Ox_b35330.2_T001	Chir06Ox_b35330.2	AT5G03630
Peak11437	Chr5	20759660	20760265	+	0	NA	exon	NA	129	Chir05Ox_b19700.2_T001	Chir05Ox_b19700.2	AT3G54220
Peak11438	Chr8	5123209	5123736	+	0	NA	promoter-TSS	NA	70	Chir08Ox_b08830.2_T001	Chir08Ox_b08830.2	AT4G09650
Peak11439	Chr3	2029131	2029587	+	0	NA	promoter-TSS	NA	-22	Chir03Ox_b06010.2_T001	Chir03Ox_b06010.2	AT3G06490
Peak11440	Chr6	292181	292727	+	0	NA	promoter-TSS	NA	-1289	Chir06Ox_b00750.2_T001	Chir06Ox_b00750.2	AT5G47100
Peak11441	Chr8	19739422	19740328	+	0	NA	exon	NA	364	Chir08Ox_b29760.2_T001	Chir08Ox_b29760.2	AT5G66770
Peak11442	Chr7	24766983	24767392	+	0	NA	promoter-TSS	NA	-1419	Chir07Ox_b31830.2_T001	Chir07Ox_b31830.2	AT4G34180
Peak11443	Chr6	24664935	24665681	+	0	NA	exon	NA	159	Chir06Ox_b33990.2_T001	Chir06Ox_b33990.2	AT5G04960
Peak11444	Chr2	11987853	11988268	+	0	NA	TTS	NA	4043	Chir02Ox_b10770.2_T001	Chir02Ox_b10770.2	AT1G65270
Peak11445	Chr1	2260652	2261418	+	0	NA	promoter-TSS	NA	-89	Chir01Ox_b06520.2_T001	Chir01Ox_b06520.2	AT1G07135
Peak11446	Chr6	19880267	19880603	+	0	NA	intron	NA	2655	Chir06Ox_b20960.2_T002	Chir06Ox_b20960.2	AT5G18250
Peak11447	Chr1	4985357	4985737	+	0	NA	promoter-TSS	NA	-43	Chir01Ox_b14150.2_T001	Chir01Ox_b14150.2	AT1G14150
Peak11448	Chr7	18117408	18118201	+	0	NA	promoter-TSS	NA	-1208	Chir07Ox_b15280.2_T001	Chir07Ox_b15280.2	AT4G18390
Peak11449	Chr4	1024375	1025027	+	0	NA	exon	NA	1513	Chir04Ox_b01480.2_T001	Chir04Ox_b01480.2	AT2G22170
Peak11450	Chr2	2428820	2429195	+	0	NA	promoter-TSS	NA	-113	Chir02Ox_b04260.2_T001	Chir02Ox_b04260.2	NA
Peak11451	Chr1	7805153	7805515	+	0	NA	exon	NA	204	Chir01Ox_b21910.2_T001	Chir01Ox_b21910.2	AT1G22170
Peak11452	Chr7	20632782	20633082	+	0	NA	exon	NA	1444	Chir07Ox_b21000.2_T001	Chir07Ox_b21000.2	NA
Peak11453	Chr2	2991517	2991939	+	0	NA	promoter-TSS	NA	-113	Chir02Ox_b05300.2_T001	Chir02Ox_b05300.2	AT1G60950
Peak11454	Chr4	18277477	18277846	+	0	NA	promoter-TSS	NA	-658	Chir04Ox_b13040.2_T001	Chir04Ox_b13040.2	AT2G31220
Peak11455	Chr6	14456105	14456526	+	0	NA	exon	NA	240	Chir06Ox_b10870.2_T001	Chir06Ox_b10870.2	AT5G49220
Peak11456	Chr5	22131999	22132541	+	0	NA	intron	NA	1007	Chir05Ox_b23240.2_T001	Chir05Ox_b23240.2	NA
Peak11457	Chr8	2225277	2225616	+	0	NA	promoter-TSS	NA	-1650	Chir08Ox_b04830.2_T001	Chir08Ox_b04830.2	AT4G04370
Peak11458	Chr8	17324166	17324580	+	0	NA	promoter-TSS	NA	-2119	Chir08Ox_b23310.2_T001	Chir08Ox_b23310.2	AT5G60850
Peak11459	Chr8	54412	54955	+	0	NA	promoter-TSS	NA	-63	Chir08Ox_b00170.2_T001	Chir08Ox_b00170.2	AT4G00050
Peak11460	Chr6	18057618	18058004	+	0	NA	TTS	NA	777	Chir06Ox_b16570.2_T001	Chir06Ox_b16570.2	AT5G23160
Peak11461	Chr8	15988454	15989035	+	0	NA	Intergenic	NA	2458	Chir08Ox_b19710.2_T001	Chir08Ox_b19710.2	AT5G57520
Peak11462	Chr4	22482426	22482929	+	0	NA	promoter-TSS	NA	-85	Chir04Ox_b22500.2_T001	Chir04Ox_b22500.2	AT2G39890
Peak11463	Chr8	16361489	16361912	+	0	NA	intron	NA	2124	Chir08Ox_b20720.2_T001	Chir08Ox_b20720.2	AT5G58520
Peak11464	Chr7	17182032	17183077	+	0	NA	promoter-TSS	NA	-296	Chir07Ox_b13390.2_T001	Chir07Ox_b13390.2	AT4G16650
Peak11465	Chr8	5516659	5516999	+	0	NA	promoter-TSS	NA	53	Chir08Ox_b09160.2_T001	Chir08Ox_b09160.2	AT4G09160
Peak11466	Chr7	8792958	8793945	+	0	NA	Intergenic	NA	-21235	Chir07Ox_b07710.2_T001	Chir07Ox_b07710.2	NA
Peak11467	Chr6	24163234	24163707	+	0	NA	promoter-TSS	NA	-1325	Chir06Ox_b32560.2_T001	Chir06Ox_b32560.2	AT5G06080
Peak11468	Chr4	21020716	21021047	+	0	NA	promoter-TSS	NA	-692	Chir04Ox_b19220.2_T001	Chir04Ox_b19220.2	NA
Peak11469	Chr1	12361629	12362061	+	0	NA	promoter-TSS	NA	-983	Chir01Ox_b30940.2_T001	Chir01Ox_b30940.2	AT1G32360
Peak11470	Chr4	283513	283930	+	0	NA	promoter-TSS	NA	-335	Chir04Ox_b00110.2_T001	Chir04Ox_b00110.2	AT2G20960
Peak11471	Chr7	2011104	2011530	+	0	NA	TTS	NA	1390	Chir07Ox_b03140.2_T001	Chir07Ox_b03140.2	AT1G09157
Peak11472	Chr8	2789000	2789408	+	0	NA	intron	NA	1930	Chir08Ox_b05870.2_T001	Chir08Ox_b05870.2	AT4G12040
Peak11473	Chr2	6668007	6668364	+	0	NA	exon	NA	586	Chir02Ox_b08710.2_T001	Chir02Ox_b08710.2	NA
Peak11474	Chr7	2325213	2325575	+	0	NA	exon	NA	156	Chir07Ox_b03500.2_T001	Chir07Ox_b03500.2	AT5G39380
Peak11475	Chr3	2411534	2412250	+	0	NA	promoter-TSS	NA	-26	Chir03Ox_b07050.2_T001	Chir03Ox_b07050.2	AT3G07470
Peak11476	Chr7	22502258	22502623	+	0	NA	TTS	NA	101	Chir07Ox_b26120.2_T001	Chir07Ox_b26120.2	NA
Peak11477	Chr6	23288808	23289249	+	0	NA	promoter-TSS	NA	-54	Chir06Ox_b30220.2_T001	Chir06Ox_b30220.2	AT5G08680
Peak11478	Chr8	17260075	17260382	+	0	NA	intron	NA	2155	Chir08Ox_b23170.2_T001	Chir08Ox_b23170.2	AT5G60710
Peak11479	Chr4	18564927	18565272	+	0	NA	promoter-TSS	NA	-134	Chir04Ox_b13700.2_T001	Chir04Ox_b13700.2	AT2G31870
Peak11480	Chr1	26821523	26822645	+	0	NA	TTS	NA	1133	Chir01Ox_b42810.2_T001	Chir01Ox_b42810.2	AT1G53903
Peak11481	Chr2	7070461	7071054	+	0	NA	Intergenic	NA	3101	Chir02Ox_b08990.2_T001	Chir02Ox_b08990.2	AT1G56210
Peak11482	Chr8	16348158	16348567	+	0	NA	exon	NA	959	Chir08Ox_b20700.2_T001	Chir08Ox_b20700.2	AT5G58500
Peak11483	Chr5	17934760	17935110	+	0	NA	promoter-TSS	NA	-673	Chir05Ox_b13910.2_T001	Chir05Ox_b13910.2	AT3G49000
Peak11484	Chr7	20335522	20336312	+	0	NA	promoter-TSS	NA	36	Chir07Ox_b20250.2_T001	Chir07Ox_b20250.2	NA
Peak11485	Chr4	296129	296520	+	0	NA	promoter-TSS	NA	-122	Chir04Ox_b00150.2_T001	Chir04Ox_b00150.2	AT2G21045
Peak11486	Chr4	20401102	20401770	+	0	NA	promoter-TSS	NA	-266	Chir04Ox_b18030.2_T001	Chir04Ox_b18030.2	AT2G35800
Peak11487	Chr3	11430590	11430882	+	0	NA	exon	NA	312	Chir03Ox_b26540.2_T001	Chir03Ox_b26540.2	AT2G04550
Peak11488	Chr1	6082060	6082435	+	0	NA	promoter-TSS	NA	-63	Chir01Ox_b17430.2_T001	Chir01Ox_b17430.2	AT1G17350
Peak11489	Chr7	24934342	24934788	+	0	NA	promoter-TSS	NA	-103	Chir07Ox_b32260.2_T001	Chir07Ox_b32260.2	AT4G34810
Peak11490	Chr3	7799700	7801102	+	0	NA	promoter-TSS	NA	-499	Chir03Ox_b21470.2_T001	Chir03Ox_b21470.2	AT3G21350
Peak11491	Chr2	18511633	18511944	+	0	NA	Intergenic	NA	-9181	Chir02Ox_b16520.2_T001	Chir02Ox_b16520.2	AT1G70040
Peak11492	Chr1	122609	122986	+	0	NA	promoter-TSS	NA	-599	Chir01Ox_b00340.2_T002	Chir01Ox_b00340.2	AT1G01880
Peak11493	Chr1	14875670	14876467	+	0	NA	promoter-TSS	NA	-294	Chir01Ox_b32980.2_T003	Chir01Ox_b32980.2	AT1G34750
Peak11494	Chr8	18333590	18334014	+	0	NA	promoter-TSS	NA	-114	Chir08Ox_b25930.2_T001	Chir08Ox_b25930.2	AT5G63400
Peak11495	Chr8	19456069	19456886	+	0	NA	promoter-TSS	NA	-222	Chir08Ox_b28970.2_T001	Chir08Ox_b28970.2	AT5G67330
Peak11496	Chr5	14477080	14477484	+	0	NA	Intergenic	NA	-3474	Chir05Ox_b09490.2_T001	Chir05Ox_b09490.2	AT3G44850
Peak11497	Chr4	17880762	17881127	+	0	NA	exon	NA	131	Chir04Ox_b12330.2_T002	Chir04Ox_b12330.2	AT2G30575
Peak11498	Chr4	23371291	23372036	+	0	NA	promoter-TSS	NA	-268	Chir04Ox_b24630.2_T001	Chir04Ox_b24630.2	AT2G41830
Peak11499	Chr5	556356	556769	+	0	NA	intron	NA	1306	Chir05Ox_b01000.2_T001	Chir05Ox_b01000.2	AT2G01990
Peak11500	Chr3	5093037	5093448	+	0	NA	TTS	NA	1668	Chir03Ox_b14730.2_T001	Chir03Ox_b14730.2	AT3G15110
Peak11501	Chr1	8148488	8148917	+	0	NA	promoter-TSS	NA	-100	Chir01Ox_b22740.2_T001	Chir01Ox_b22740.2	AT1G22985
Peak11502	Chr8	14211021	14211503	+	0	NA	TTS	NA	2438	Chir08Ox_b15700.2_T001	Chir08Ox_b15700.2	AT5G53830
Peak11503	Chr8	15028404	15028845	+	0	NA	promoter-TSS	NA	-512	Chir08Ox_b17580.2_T001	Chir08Ox_b17580.2	AT5G55620
Peak11504	Chr8	18244357	18244989	+	0	NA	TTS	NA	3465	Chir08Ox_b25630.2_T001	Chir08Ox_b25630.2	AT5G63090
Peak11505	Chr5	21306163	21306900	+	0	NA	promoter-TSS	NA	-201	Chir05Ox_b21020.2_T001	Chir05Ox_b21020.2	AT3G55450
Peak11506	Chr2	18652818	18653133	+	0	NA	Intergenic	NA	-3801	Chir02Ox_b16780.2_T001	Chir02Ox_b16780.2	NA
Peak11507	Chr4	17961096	17961427	+	0	NA	promoter-TSS	NA	-1246	Chir04Ox_b12450.2_T001	Chir04Ox_b12450.2	AT2G30670
Peak11508	Chr8	19010571	19011167	+	0	NA	promoter-TSS	NA	-327	Chir08Ox_b27850.2_T001	Chir08Ox_b27850.2	AT5G65180
Peak11509	Chr6	21445455	21445823	+	0	NA	intron	NA	567	Chir06Ox_b25240.2_T001	Chir06Ox_b25240.2	AT5G14180
Peak11510	Chr6	12453597	12454061	+	0	NA	promoter-TSS	NA	-1010	Chir06Ox_b09660.2_T001	Chir06Ox_b09660.2	NA
Peak11511	Chr5	5192155	5192899	+	0	NA	exon	NA	1572	Chir05Ox_b06790.2_T001	Chir05Ox_b06790.2	AT3G28860
Peak11512	Chr2	2548649	2549114	+	0	NA	promoter-TSS	NA	-176	Chir02Ox_b04520.2_T001	Chir02Ox_b04520.2	AT1G61490
Peak11513	Chr1	5512066	5512964	+	0	NA	Intergenic	NA	-4644	Chir01Ox_b15660.2_T001	Chir01Ox_b15660.2	AT1G15550
Peak11514	Chr3	7546688	7547078	+	0	NA	Intergenic	NA	-4465	Chir03Ox_b20890.2_T001	Chir03Ox_b20890.2	AT3G20830
Peak11515	Chr3	7548638	7549023	+	0	NA	Intergenic	NA	-6412	Chir03Ox_b20890.2_T001	Chir03Ox_b20890.2	AT3G20830
Peak11516	Chr7	18985154	18986272	+	0	NA	TTS	NA	3245	Chir07Ox_b17130.2_T001	Chir07Ox_b17130.2	AT4G20310
Peak11517	Chr3	9015847	9016611	+	0	NA	promoter-TSS	NA	-930	Chir03Ox_b23750.2_T001	Chir03Ox_b23750.2	AT3G23637
Peak11518	Chr1	10589503	10589978	+	0	NA	promoter-TSS	NA	-45	Chir01Ox_b28120.2_T001	Chir01Ox_b28120.2	AT1G29530
Peak11519	Chr4	16898472	16898849	+	0	NA	exon	NA	637	Chir04Ox_b10580.2_T001	Chir04Ox_b10580.2	AT2G28920
Peak11520	Chr4	18919271	18919629	+	0	NA	promoter-TSS	NA	-221	Chir04Ox_b14400.2_T001	Chir04Ox_b14400.2	AT2G32500
Peak11521	Chr4	23341786	23342113	+	0	NA	promoter-TSS	NA	-1144	Chir04Ox_b24590.2_T001	Chir04Ox_b24590.2	AT2G41800
Peak11522	Chr7	18831805	18832878	+	0	NA	intron	NA	1462	Chir07Ox_b16810.2_T001	Chir07Ox_b16810.2	AT4G19970
Peak11523	Chr6	19657260	19657638	+	0	NA	promoter-TSS	NA	-1900	Chir06Ox_b20480.2_T002	Chir06Ox_b20480.2	AT5G18680
Peak11524	Chr6	23241781	23242176	+	0	NA	promoter-TSS	NA	-131	Chir06Ox_b30070.2_T001	Chir06Ox_b30070.2	AT5G09260
Peak11525	Chr3	6352167	6352592	+	0	NA	promoter-TSS	NA	-154	Chir03Ox_b18120.2_T001	Chir03Ox_b18120.2	AT3G18290
Peak11526	Chr2	2103520	2103865	+	0	NA	promoter-TSS	NA	70	Chir02Ox_b03800.2_T001	Chir02Ox_b03800.2	AT1G61900
Peak11527	Chr1	7170455	7171414	+	0	NA	promoter-TSS	NA	-937	Chir01Ox_b20400.2_T001	Chir01Ox_b20400.2	AT1G20550
Peak11528	Chr7	9170162	9170682	+	0	NA	promoter-TSS	NA	-238	Chir07Ox_b07920.2_T001	Chir07Ox_b07920.2	NA
Peak11529	Chr6	25615574	25615964	+	0	NA	promoter-TSS	NA	-255	Chir06Ox_b36470.2_T001	Chir06Ox_b36470.2	AT5G02490
Peak11530	Chr3	18559018	18559731	+	0	NA	TTS	NA	1145	Chir03Ox_b29670.2_T001	Chir03Ox_b29670.2	NA
Peak11531	Chr1	26680655	26681515	+	0	NA	promoter-TSS	NA	91	Chir01Ox_b42520.2_T002	Chir01Ox_b42520.2	NA
Peak11532	Chr6	23795988	23797012	+	0	NA	promoter-TSS	NA	-338	Chir06Ox_b31580.2_T005	Chir06Ox_b31580.2	AT5G07360
Peak11533	Chr7	24964781	24965182	+	0	NA	TTS	NA	143	Chir07Ox_b32350.2_T001	Chir07Ox_b32350.2	AT4G34920
Peak11534	Chr3	5471642	5471984	+	0	NA	promoter-TSS	NA	-41	Chir03Ox_b15750.2_T001	Chir03Ox_b15750.2	AT3G16010
Peak11535	Chr1	1066460	1066902	+	0	NA	promoter-TSS	NA	-130	Chir01Ox_b03060.2_T003	Chir01Ox_b03060.2	AT1G03950
Peak11536	Chr7	23862173	23863997	+	0	NA	promoter-TSS	NA	-585	Chir07Ox_b29560.2_T001	Chir07Ox_b29560.2	AT4G32295
Peak11537	Chr7	17426092	17426479	+	0	NA	exon	NA	121	Chir07Ox_b13820.2_T001	Chir07Ox_b13820.2	AT4G17070
Peak11538	Chr5	14795219	14795688	+	0	NA	promoter-TSS	NA	-41	Chir05Ox_b09720.2_T002	Chir05Ox_b09720.2	AT3G45040
Peak11539	Chr3	4664503	4664875	+	0	NA	TTS	NA	1932	Chir03Ox_b13610.2_T002	Chir03Ox_b13610.2	AT3G14080
Peak11540	Chr8	13356298	13356820	+	0	NA	promoter-TSS	NA	-187	Chir08Ox_b14420.2_T001	Chir08Ox_b14420.2	NA
Peak11541	Chr7	1375527	1375900	+	0	NA	promoter-TSS	NA	-98	Chir07Ox_b02150.2_T001	Chir07Ox_b02150.2	NA
Peak11542	Chr5	20436269	20436813	+	0	NA	promoter-TSS	NA	-17	Chir05Ox_b18810.2_T001	Chir05Ox_b18810.2	AT3G53260
Peak11543	Chr4	3102227	3102542	+	0	NA	promoter-TSS	NA	-2264	Chir04Ox_b03150.2_T001	Chir04Ox_b03150.2	ATCG00800
Peak11544	Chr4	14366669	14367026	+	0	NA	Intergenic	NA	7039	Chir04Ox_b08520.2_T001	Chir04Ox_b08520.2	NA
Peak11545	Chr1	25667503	25668788	+	0	NA	promoter-TSS	NA	-405	Chir01Ox_b40390.2_T001	Chir01Ox_b40390.2	AT1G51500
Peak11546	Chr2	6954922	6955273	+	0	NA	promoter-TSS	NA	-75	Chir02Ox_b08960.2_T001	Chir02Ox_b08960.2	AT1G56240
Peak11547	Chr6	1555261	1555610	+	0	NA	exon	NA	375	Chir06Ox_b02810.2_T001	Chir06Ox_b02810.2	AT5G45500
Peak11548	Chr7	15069553	15070071	+	0	NA	exon	NA	1205	Chir07Ox_b10370.2_T001	Chir07Ox_b10370.2	AT4G14430
Peak11549	Chr3	1461509	1461935	+	0	NA	TTS	NA	2533	Chir03Ox_b04470.2_T001	Chir03Ox_b04470.2	AT3G05120
